class_2006,abbrev_2006,class_2010,abbrev_2010,class,abbrev,variableType,mappedPixelCount,mappedPixelCountSD,estimated_pixel_count,total_gCO2perM2,soil_gCO2perM2,biomass_gCO2perM2,methane_gCO2perM2,analysis_type
Palustrine Aquatic Bed,PAB,Palustrine Scrub/Shrub Wetland,PSS,Palustrine Aquatic Bed to Palustrine Scrub/Shrub Wetland,PAB_PSS,random,1240,NA,1743.39413865355,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Palustrine Aquatic Bed,PAB,Palustrine Emergent Wetland,PEM,Palustrine Aquatic Bed to Palustrine Emergent Wetland,PAB_PEM,random,7063,NA,11022.779832382492,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Estuarine Aquatic Bed,EAB,Palustrine Forested Wetland,PFW,Estuarine Aquatic Bed to Palustrine Forested Wetland,EAB_PFW,random,0,NA,0,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Estuarine Aquatic Bed,EAB,Palustrine Scrub/Shrub Wetland,PSS,Estuarine Aquatic Bed to Palustrine Scrub/Shrub Wetland,EAB_PSS,random,0,NA,0,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Estuarine Aquatic Bed,EAB,Palustrine Emergent Wetland,PEM,Estuarine Aquatic Bed to Palustrine Emergent Wetland,EAB_PEM,random,6,NA,9.36382259582259,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Snow/Ice,SNOW,Palustrine Forested Wetland,PFW,Snow/Ice to Palustrine Forested Wetland,SNOW_PFW,random,0,NA,0,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Snow/Ice,SNOW,Palustrine Scrub/Shrub Wetland,PSS,Snow/Ice to Palustrine Scrub/Shrub Wetland,SNOW_PSS,random,0,NA,0,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Snow/Ice,SNOW,Palustrine Emergent Wetland,PEM,Snow/Ice to Palustrine Emergent Wetland,SNOW_PEM,random,0,NA,0,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
High Intensity Developed,HID,Estuarine Forested Wetland,EFW,High Intensity Developed to Estuarine Forested Wetland,HID_EFW,fixed,3,NA,3.8877607753180463,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
High Intensity Developed,HID,Estuarine Scrub/Shrub Wetland,ESS,High Intensity Developed to Estuarine Scrub/Shrub Wetland,HID_ESS,fixed,1,NA,1.1164851457323621,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
High Intensity Developed,HID,Estuarine Emergent Wetland,EEM,High Intensity Developed to Estuarine Emergent Wetland,HID_EEM,fixed,363,NA,482.4447350014061,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Medium Intensity Developed,MID,Estuarine Forested Wetland,EFW,Medium Intensity Developed to Estuarine Forested Wetland,MID_EFW,fixed,1,NA,1.2959202584393488,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Medium Intensity Developed,MID,Estuarine Scrub/Shrub Wetland,ESS,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,MID_ESS,fixed,3,NA,3.3494554371970864,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Medium Intensity Developed,MID,Estuarine Emergent Wetland,EEM,Medium Intensity Developed to Estuarine Emergent Wetland,MID_EEM,fixed,529,NA,703.0668452224348,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Low Intensity Developed,LID,Estuarine Forested Wetland,EFW,Low Intensity Developed to Estuarine Forested Wetland,LID_EFW,fixed,5,NA,6.479601292196745,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Low Intensity Developed,LID,Estuarine Scrub/Shrub Wetland,ESS,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,LID_ESS,fixed,21,NA,23.446188060379605,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Low Intensity Developed,LID,Estuarine Emergent Wetland,EEM,Low Intensity Developed to Estuarine Emergent Wetland,LID_EEM,fixed,979,NA,1301.138830761368,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Developed Open Space,OSD,Estuarine Forested Wetland,EFW,Developed Open Space to Estuarine Forested Wetland,OSD_EFW,fixed,5,NA,6.479601292196745,38663.58882333158,991.5759588680248,38878.75181500803,-1206.7389505444703,SGW/CP
Developed Open Space,OSD,Estuarine Scrub/Shrub Wetland,ESS,Developed Open Space to Estuarine Scrub/Shrub Wetland,OSD_ESS,fixed,44,NA,49.125346412223934,3441.034634367548,991.5759588680248,3656.197626043993,-1206.7389505444703,SGW/CP
Developed Open Space,OSD,Estuarine Emergent Wetland,EEM,Developed Open Space to Estuarine Emergent Wetland,OSD_EEM,fixed,447,NA,594.0848389686737,361.9923544272556,991.5759588680248,577.155346103701,-1206.7389505444703,SGW/CP
Cultivated,CULT,Estuarine Forested Wetland,EFW,Cultivated to Estuarine Forested Wetland,CULT_EFW,fixed,1,NA,1.2959202584393488,38086.433477227874,991.5759588680248,38301.596468904325,-1206.7389505444703,SGW/CP
Cultivated,CULT,Estuarine Scrub/Shrub Wetland,ESS,Cultivated to Estuarine Scrub/Shrub Wetland,CULT_ESS,fixed,115,NA,128.39579175922162,2863.8792882638463,991.5759588680248,3079.042279940292,-1206.7389505444703,SGW/CP
Cultivated,CULT,Estuarine Emergent Wetland,EEM,Cultivated to Estuarine Emergent Wetland,CULT_EEM,fixed,2612,NA,3471.4756138393186,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Pasture/Hay,PAST,Estuarine Forested Wetland,EFW,Pasture/Hay to Estuarine Forested Wetland,PAST_EFW,fixed,0,NA,0,38086.433477227874,991.5759588680248,38301.596468904325,-1206.7389505444703,SGW/CP
Pasture/Hay,PAST,Estuarine Scrub/Shrub Wetland,ESS,Pasture/Hay to Estuarine Scrub/Shrub Wetland,PAST_ESS,fixed,299,NA,333.8290585739762,2863.8792882638463,991.5759588680248,3079.042279940292,-1206.7389505444703,SGW/CP
Pasture/Hay,PAST,Estuarine Emergent Wetland,EEM,Pasture/Hay to Estuarine Emergent Wetland,PAST_EEM,fixed,3560,NA,4731.413930041338,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Grassland,GRS,Estuarine Forested Wetland,EFW,Grassland to Estuarine Forested Wetland,GRS_EFW,fixed,69,NA,89.41849783231507,38086.433477227874,991.5759588680248,38301.596468904325,-1206.7389505444703,SGW/CP
Grassland,GRS,Estuarine Scrub/Shrub Wetland,ESS,Grassland to Estuarine Scrub/Shrub Wetland,GRS_ESS,fixed,151,NA,168.5892570055867,2863.8792882638463,991.5759588680248,3079.042279940292,-1206.7389505444703,SGW/CP
Grassland,GRS,Estuarine Emergent Wetland,EEM,Grassland to Estuarine Emergent Wetland,GRS_EEM,fixed,946,NA,1257.280218488513,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Deciduous Forest,DEC,Estuarine Forested Wetland,EFW,Deciduous Forest to Estuarine Forested Wetland,DEC_EFW,fixed,0,NA,0,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Deciduous Forest,DEC,Estuarine Scrub/Shrub Wetland,ESS,Deciduous Forest to Estuarine Scrub/Shrub Wetland,DEC_ESS,fixed,0,NA,0,-35437.71718064049,991.5759588680248,-35222.55418896404,-1206.7389505444703,SGW/CP
Deciduous Forest,DEC,Estuarine Emergent Wetland,EEM,Deciduous Forest to Estuarine Emergent Wetland,DEC_EEM,fixed,236,NA,313.65553019375164,-38516.759460580775,991.5759588680248,-38301.596468904325,-1206.7389505444703,SGW/CP
Evergreen Forest,EVR,Estuarine Forested Wetland,EFW,Evergreen Forest to Estuarine Forested Wetland,EVR_EFW,fixed,0,NA,0,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Evergreen Forest,EVR,Estuarine Scrub/Shrub Wetland,ESS,Evergreen Forest to Estuarine Scrub/Shrub Wetland,EVR_ESS,fixed,6,NA,6.698910874394173,-35437.71718064049,991.5759588680248,-35222.55418896404,-1206.7389505444703,SGW/CP
Evergreen Forest,EVR,Estuarine Emergent Wetland,EEM,Evergreen Forest to Estuarine Emergent Wetland,EVR_EEM,fixed,34,NA,45.187661129608294,-38516.759460580775,991.5759588680248,-38301.596468904325,-1206.7389505444703,SGW/CP
Mixed Forest,MIX,Estuarine Forested Wetland,EFW,Mixed Forest to Estuarine Forested Wetland,MIX_EFW,fixed,0,NA,0,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Mixed Forest,MIX,Estuarine Scrub/Shrub Wetland,ESS,Mixed Forest to Estuarine Scrub/Shrub Wetland,MIX_ESS,fixed,11,NA,12.281336603055983,-35437.71718064049,991.5759588680248,-35222.55418896404,-1206.7389505444703,SGW/CP
Mixed Forest,MIX,Estuarine Emergent Wetland,EEM,Mixed Forest to Estuarine Emergent Wetland,MIX_EEM,fixed,11,NA,14.619537424285033,-38516.759460580775,991.5759588680248,-38301.596468904325,-1206.7389505444703,SGW/CP
Scrub/Shrub,SS,Estuarine Forested Wetland,EFW,Scrub/Shrub to Estuarine Forested Wetland,SS_EFW,fixed,14,NA,18.142883618150883,35007.39119728759,991.5759588680248,35222.55418896404,-1206.7389505444703,SGW/CP
Scrub/Shrub,SS,Estuarine Scrub/Shrub Wetland,ESS,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,SS_ESS,fixed,139,NA,155.19143525679831,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Scrub/Shrub,SS,Estuarine Emergent Wetland,EEM,Scrub/Shrub to Estuarine Emergent Wetland,SS_EEM,fixed,220,NA,292.39074848570067,-3294.2052716167373,991.5759588680248,-3079.042279940292,-1206.7389505444703,SGW/CP
Palustrine Forested Wetland,PFW,Estuarine Forested Wetland,EFW,Palustrine Forested Wetland to Estuarine Forested Wetland,PFW_EFW,fixed,0,NA,0,-1228.517195019379,1983.1519177360497,0,-3211.6691127554286,SGW/CP
Palustrine Forested Wetland,PFW,Estuarine Scrub/Shrub Wetland,ESS,Palustrine Forested Wetland to Estuarine Scrub/Shrub Wetland,PFW_ESS,fixed,187,NA,208.78272225195172,-36451.07138398341,1983.1519177360497,-35222.55418896404,-3211.6691127554286,SGW/CP
Palustrine Forested Wetland,PFW,Estuarine Emergent Wetland,EEM,Palustrine Forested Wetland to Estuarine Emergent Wetland,PFW_EEM,fixed,454,NA,603.3881809659459,-39530.1136639237,1983.1519177360497,-38301.596468904325,-3211.6691127554286,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Estuarine Forested Wetland,EFW,Palustrine Scrub/Shrub Wetland to Estuarine Forested Wetland,PSS_EFW,fixed,0,NA,0,33994.03699394466,1983.1519177360497,35222.55418896404,-3211.6691127554286,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Estuarine Scrub/Shrub Wetland,ESS,Palustrine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,PSS_ESS,fixed,30,NA,33.494554371970864,-1228.517195019379,1983.1519177360497,0,-3211.6691127554286,SGW/CP
Palustrine Scrub/Shrub Wetland,PSS,Estuarine Emergent Wetland,EEM,Palustrine Scrub/Shrub Wetland to Estuarine Emergent Wetland,PSS_EEM,fixed,87,NA,115.62725053752709,-4307.559474959671,1983.1519177360497,-3079.042279940292,-3211.6691127554286,SGW/CP
Palustrine Emergent Wetland,PEM,Estuarine Forested Wetland,EFW,Palustrine Emergent Wetland to Estuarine Forested Wetland,PEM_EFW,fixed,0,NA,0,37073.07927388495,1983.1519177360497,38301.596468904325,-3211.6691127554286,SGW/CP
Palustrine Emergent Wetland,PEM,Estuarine Scrub/Shrub Wetland,ESS,Palustrine Emergent Wetland to Estuarine Scrub/Shrub Wetland,PEM_ESS,fixed,72,NA,80.38693049273007,1850.5250849209124,1983.1519177360497,3079.042279940292,-3211.6691127554286,SGW/CP
Palustrine Emergent Wetland,PEM,Estuarine Emergent Wetland,EEM,Palustrine Emergent Wetland to Estuarine Emergent Wetland,PEM_EEM,fixed,573,NA,761.544994919575,-1228.517195019379,1983.1519177360497,0,-3211.6691127554286,SGW/CP
Estuarine Forested Wetland,EFW,High Intensity Developed,HID,Estuarine Forested Wetland to High Intensity Developed,EFW_HID,fixed,119,NA,192.74562251142285,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Medium Intensity Developed,MID,Estuarine Forested Wetland to Medium Intensity Developed,EFW_MID,fixed,371,NA,471.06606857760966,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Low Intensity Developed,LID,Estuarine Forested Wetland to Low Intensity Developed,EFW_LID,fixed,676,NA,812.9635918713105,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Developed Open Space,OSD,Estuarine Forested Wetland to Developed Open Space,EFW_OSD,fixed,122,NA,243.74642556746906,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Cultivated,CULT,Estuarine Forested Wetland to Cultivated,EFW_CULT,fixed,0,NA,0,-102779.79399830886,-63271.45857886005,-38301.596468904325,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Pasture/Hay,PAST,Estuarine Forested Wetland to Pasture/Hay,EFW_PAST,fixed,0,NA,0,-102779.79399830886,-63271.45857886005,-38301.596468904325,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Grassland,GRS,Estuarine Forested Wetland to Grassland,EFW_GRS,fixed,107,NA,167.34831006380958,-38516.759460580775,991.5759588680248,-38301.596468904325,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Deciduous Forest,DEC,Estuarine Forested Wetland to Deciduous Forest,EFW_DEC,fixed,0,NA,0,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Evergreen Forest,EVR,Estuarine Forested Wetland to Evergreen Forest,EFW_EVR,fixed,12291,NA,17185.027540972194,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Mixed Forest,MIX,Estuarine Forested Wetland to Mixed Forest,EFW_MIX,fixed,0,NA,0,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Scrub/Shrub,SS,Estuarine Forested Wetland to Scrub/Shrub,EFW_SS,fixed,190,NA,239.7812273876818,-35437.71718064049,991.5759588680248,-35222.55418896404,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Palustrine Forested Wetland,PFW,Estuarine Forested Wetland to Palustrine Forested Wetland,EFW_PFW,fixed,0,NA,0,-1228.517195019379,1983.1519177360497,0,-3211.6691127554286,SGW/CP
Estuarine Forested Wetland,EFW,Palustrine Scrub/Shrub Wetland,PSS,Estuarine Forested Wetland to Palustrine Scrub/Shrub Wetland,EFW_PSS,fixed,1,NA,1.4059630150431857,-36451.07138398341,1983.1519177360497,-35222.55418896404,-3211.6691127554286,SGW/CP
Estuarine Forested Wetland,EFW,Palustrine Emergent Wetland,PEM,Estuarine Forested Wetland to Palustrine Emergent Wetland,EFW_PEM,fixed,2,NA,3.12127419860753,-39530.1136639237,1983.1519177360497,-38301.596468904325,-3211.6691127554286,SGW/CP
Estuarine Forested Wetland,EFW,Estuarine Forested Wetland,EFW,Estuarine Forested Wetland to Estuarine Forested Wetland,EFW_EFW,fixed,2201959,NA,2170896.5290355966,-430.32598335289094,1983.1519177360497,0,-2413.4779010889406,SGW/CP
Estuarine Forested Wetland,EFW,Estuarine Scrub/Shrub Wetland,ESS,Estuarine Forested Wetland to Estuarine Scrub/Shrub Wetland,EFW_ESS,fixed,3736,NA,4171.188504456105,-35652.88017231692,1983.1519177360497,-35222.55418896404,-2413.4779010889406,SGW/CP
Estuarine Forested Wetland,EFW,Estuarine Emergent Wetland,EEM,Estuarine Forested Wetland to Estuarine Emergent Wetland,EFW_EEM,fixed,14982,NA,19911.809971876217,-38731.92245225721,1983.1519177360497,-38301.596468904325,-2413.4779010889406,SGW/CP
Estuarine Forested Wetland,EFW,Unconsolidated Shore,UCS,Estuarine Forested Wetland to Unconsolidated Shore,EFW_UCS,fixed,6,NA,7.674570060198548,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Bare Land,BAR,Estuarine Forested Wetland to Bare Land,EFW_BAR,fixed,322,NA,620.4676706896587,-39093.91480668448,991.5759588680248,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Water,OW,Estuarine Forested Wetland to Water,EFW_OW,fixed,5888,NA,7930.824139146313,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Palustrine Aquatic Bed,PAB,Estuarine Forested Wetland to Palustrine Aquatic Bed,EFW_PAB,fixed,0,NA,0,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Estuarine Aquatic Bed,EAB,Estuarine Forested Wetland to Estuarine Aquatic Bed,EFW_EAB,fixed,8,NA,12.629647152206402,-103356.94934441255,-63271.45857886005,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Forested Wetland,EFW,Snow/Ice,SNOW,Estuarine Forested Wetland to Snow/Ice,EFW_SNOW,fixed,0,NA,0,-39093.91480668448,991.5759588680248,-38878.75181500803,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,High Intensity Developed,HID,Estuarine Scrub/Shrub Wetland to High Intensity Developed,ESS_HID,fixed,60,NA,97.18266681248211,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Medium Intensity Developed,MID,Estuarine Scrub/Shrub Wetland to Medium Intensity Developed,ESS_MID,fixed,261,NA,331.39688382414045,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Low Intensity Developed,LID,Estuarine Scrub/Shrub Wetland to Low Intensity Developed,ESS_LID,fixed,628,NA,755.2383664129927,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Developed Open Space,OSD,Estuarine Scrub/Shrub Wetland to Developed Open Space,ESS_OSD,fixed,517,NA,1032.9254263801763,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Cultivated,CULT,Estuarine Scrub/Shrub Wetland to Cultivated,ESS_CULT,fixed,6,NA,7.690625282081837,-67557.23980934481,-63271.45857886005,-3079.042279940292,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Pasture/Hay,PAST,Estuarine Scrub/Shrub Wetland to Pasture/Hay,ESS_PAST,fixed,1,NA,1.1631018761166154,-67557.23980934481,-63271.45857886005,-3079.042279940292,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Grassland,GRS,Estuarine Scrub/Shrub Wetland to Grassland,ESS_GRS,fixed,46,NA,71.9441332984602,-3294.2052716167373,991.5759588680248,-3079.042279940292,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Deciduous Forest,DEC,Estuarine Scrub/Shrub Wetland to Deciduous Forest,ESS_DEC,fixed,0,NA,0,35007.39119728759,991.5759588680248,35222.55418896404,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Evergreen Forest,EVR,Estuarine Scrub/Shrub Wetland to Evergreen Forest,ESS_EVR,fixed,139,NA,194.34698789318483,35007.39119728759,991.5759588680248,35222.55418896404,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Mixed Forest,MIX,Estuarine Scrub/Shrub Wetland to Mixed Forest,ESS_MIX,fixed,0,NA,0,35007.39119728759,991.5759588680248,35222.55418896404,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Scrub/Shrub,SS,Estuarine Scrub/Shrub Wetland to Scrub/Shrub,ESS_SS,fixed,23133,NA,29193.995437680227,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Palustrine Forested Wetland,PFW,Estuarine Scrub/Shrub Wetland to Palustrine Forested Wetland,ESS_PFW,fixed,16,NA,21.6916928421195,33994.03699394466,1983.1519177360497,35222.55418896404,-3211.6691127554286,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Palustrine Scrub/Shrub Wetland,PSS,Estuarine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,ESS_PSS,fixed,7,NA,9.8417411053023,-1228.517195019379,1983.1519177360497,0,-3211.6691127554286,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Palustrine Emergent Wetland,PEM,Estuarine Scrub/Shrub Wetland to Palustrine Emergent Wetland,ESS_PEM,fixed,6,NA,9.36382259582259,-4307.559474959671,1983.1519177360497,-3079.042279940292,-3211.6691127554286,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Estuarine Forested Wetland,EFW,Estuarine Scrub/Shrub Wetland to Estuarine Forested Wetland,ESS_EFW,fixed,1852,NA,2400.044318629674,34792.22820561115,1983.1519177360497,35222.55418896404,-2413.4779010889406,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Estuarine Scrub/Shrub Wetland,ESS,Estuarine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,ESS_ESS,fixed,1111724,NA,1096041.1946115117,-430.32598335289094,1983.1519177360497,0,-2413.4779010889406,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Estuarine Emergent Wetland,EEM,Estuarine Scrub/Shrub Wetland to Estuarine Emergent Wetland,ESS_EEM,fixed,7381,NA,9809.709611695258,-3509.3682632931827,1983.1519177360497,-3079.042279940292,-2413.4779010889406,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Unconsolidated Shore,UCS,Estuarine Scrub/Shrub Wetland to Unconsolidated Shore,ESS_UCS,fixed,310,NA,396.51945311025827,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Bare Land,BAR,Estuarine Scrub/Shrub Wetland to Bare Land,ESS_BAR,fixed,726,NA,1398.9426363996652,-3871.3606177204383,991.5759588680248,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Water,OW,Estuarine Scrub/Shrub Wetland to Water,ESS_OW,fixed,1624,NA,2187.441984030844,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Palustrine Aquatic Bed,PAB,Estuarine Scrub/Shrub Wetland to Palustrine Aquatic Bed,ESS_PAB,fixed,0,NA,0,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Estuarine Aquatic Bed,EAB,Estuarine Scrub/Shrub Wetland to Estuarine Aquatic Bed,ESS_EAB,fixed,62,NA,97.87976542959962,-68134.39515544852,-63271.45857886005,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Scrub/Shrub Wetland,ESS,Snow/Ice,SNOW,Estuarine Scrub/Shrub Wetland to Snow/Ice,ESS_SNOW,fixed,0,NA,0,-3871.3606177204383,991.5759588680248,-3656.197626043993,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,High Intensity Developed,HID,Estuarine Emergent Wetland to High Intensity Developed,EEM_HID,fixed,2006,NA,3249.1404937639854,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Medium Intensity Developed,MID,Estuarine Emergent Wetland to Medium Intensity Developed,EEM_MID,fixed,3893,NA,4943.019420411413,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Low Intensity Developed,LID,Estuarine Emergent Wetland to Low Intensity Developed,EEM_LID,fixed,6362,NA,7650.997590954554,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Developed Open Space,OSD,Estuarine Emergent Wetland to Developed Open Space,EEM_OSD,fixed,6182,NA,12351.15084309913,-65055.35287550823,-63271.45857886005,-577.155346103701,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Cultivated,CULT,Estuarine Emergent Wetland to Cultivated,EEM_CULT,fixed,809,NA,1036.952642200701,-64478.197529404526,-63271.45857886005,0,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Pasture/Hay,PAST,Estuarine Emergent Wetland to Pasture/Hay,EEM_PAST,fixed,59,NA,68.6230106908803,-64478.197529404526,-63271.45857886005,0,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Grassland,GRS,Estuarine Emergent Wetland to Grassland,EEM_GRS,fixed,1785,NA,2791.7451725598144,-215.16299167644547,991.5759588680248,0,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Deciduous Forest,DEC,Estuarine Emergent Wetland to Deciduous Forest,EEM_DEC,fixed,19,NA,25.42789825829583,38086.433477227874,991.5759588680248,38301.596468904325,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Evergreen Forest,EVR,Estuarine Emergent Wetland to Evergreen Forest,EEM_EVR,fixed,7298,NA,10203.915954276712,38086.433477227874,991.5759588680248,38301.596468904325,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Mixed Forest,MIX,Estuarine Emergent Wetland to Mixed Forest,EEM_MIX,fixed,1,NA,1.4772552216360673,38086.433477227874,991.5759588680248,38301.596468904325,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Scrub/Shrub,SS,Estuarine Emergent Wetland to Scrub/Shrub,EEM_SS,fixed,74,NA,93.3884780352024,2863.8792882638463,991.5759588680248,3079.042279940292,-1206.7389505444703,SGW/CP
Estuarine Emergent Wetland,EEM,Palustrine Forested Wetland,PFW,Estuarine Emergent Wetland to Palustrine Forested Wetland,EEM_PFW,fixed,108,NA,146.41892668430665,37073.07927388495,1983.1519177360497,38301.596468904325,-3211.6691127554286,SGW/CP
Estuarine Emergent Wetland,EEM,Palustrine Scrub/Shrub Wetland,PSS,Estuarine Emergent Wetland to Palustrine Scrub/Shrub Wetland,EEM_PSS,fixed,161,NA,226.3600454219529,1850.5250849209124,1983.1519177360497,3079.042279940292,-3211.6691127554286,SGW/CP
Estuarine Emergent Wetland,EEM,Palustrine Emergent Wetland,PEM,Estuarine Emergent Wetland to Palustrine Emergent Wetland,EEM_PEM,fixed,131,NA,204.44346000879324,-1228.517195019379,1983.1519177360497,0,-3211.6691127554286,SGW/CP
Estuarine Emergent Wetland,EEM,Estuarine Forested Wetland,EFW,Estuarine Emergent Wetland to Estuarine Forested Wetland,EEM_EFW,fixed,758,NA,982.3075558970263,37871.27048555144,1983.1519177360497,38301.596468904325,-2413.4779010889406,SGW/CP
